"X","item_num","student_seq","type","timestamp","trigger","response"
1,24,62,"Choice","11/8/2017 8:50:59","Answered","Choice(s): D"
1,24,62,"Choice","11/8/2017 8:51:04","Answered","Choice(s): C"
1,24,62,"Choice","11/8/2017 8:51:05","Answered",""
1,24,62,"Choice","11/8/2017 8:51:05","Answered","Choice(s): C"
1,24,62,"Choice","11/8/2017 8:51:06","Answered","Choice(s): D"
1,24,62,"Choice","11/8/2017 8:51:07","Answered","Choice(s): C"
1,24,62,"Choice","11/8/2017 8:51:09","Answered","Choice(s): E"
1,24,62,"Choice","11/8/2017 8:51:10","Answered","Choice(s): A"
1,24,62,"Choice","11/8/2017 8:51:12","Answered","Choice(s): E"
1,24,62,"Choice","11/8/2017 8:51:29","NAVIGATION","Choice(s): E"
1,68,63,"Choice","11/8/2017 8:51:38","Answered","Choice(s): A"
1,68,63,"Choice","11/8/2017 8:51:43","NAVIGATION","Choice(s): A"
1,62,64,"Choice","11/8/2017 8:52:07","Answered",""
1,62,64,"Choice","11/8/2017 8:53:12","Answered","Choice(s): E"
1,62,64,"Choice","11/8/2017 8:53:16","NAVIGATION","Choice(s): E"
1,19,65,"Choice","11/8/2017 8:53:27","Answered","Choice(s): D"
1,19,65,"Choice","11/8/2017 8:53:29","NAVIGATION","Choice(s): D"
1,12,66,"Choice","11/8/2017 8:54:08","Answered",""
1,12,66,"Choice","11/8/2017 8:54:09","Answered","Choice(s): C"
1,12,66,"Choice","11/8/2017 8:54:13","NAVIGATION","Choice(s): C"
1,71,67,"Choice","11/8/2017 8:54:33","Answered","Choice(s): A"
1,71,67,"Choice","11/8/2017 8:54:35","NAVIGATION","Choice(s): A"
1,33,68,"Choice","11/8/2017 8:55:07","Answered",""
1,33,68,"Choice","11/8/2017 8:55:26","Answered","Choice(s): A"
1,33,68,"Choice","11/8/2017 8:55:28","NAVIGATION","Choice(s): A"
1,51,69,"Choice","11/8/2017 8:56:05","Answered","Choice(s): C"
1,51,69,"Choice","11/8/2017 8:56:09","NAVIGATION","Choice(s): C"
1,90,70,"Choice","11/8/2017 8:56:25","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:25","Answered","Choice(s): A"
1,90,70,"Choice","11/8/2017 8:56:26","Answered","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:56:27","Answered","Choice(s): C"
1,90,70,"Choice","11/8/2017 8:56:28","Answered","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:56:29","Answered","Choice(s): A"
1,90,70,"Choice","11/8/2017 8:56:31","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:32","Answered","Choice(s): E"
1,90,70,"Choice","11/8/2017 8:56:34","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:37","Answered","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:56:38","Answered","Choice(s): A"
1,90,70,"Choice","11/8/2017 8:56:39","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:45","Answered","Choice(s): E"
1,90,70,"Choice","11/8/2017 8:56:49","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:50","Answered","Choice(s): E"
1,90,70,"Choice","11/8/2017 8:56:51","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:56:54","Answered","Choice(s): A"
1,90,70,"Choice","11/8/2017 8:56:55","Answered","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:57:00","NAVIGATION","Choice(s): D"
1,2,71,"Choice","11/8/2017 8:57:07","NAVIGATION",""
1,90,70,"Choice","11/8/2017 8:57:07","NAVIGATION","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:57:10","Answered","Choice(s): A"
1,90,70,"Choice","11/8/2017 8:57:16","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:57:17","Answered","Choice(s): D"
1,90,70,"Choice","11/8/2017 8:57:19","Answered","Choice(s): B"
1,90,70,"Choice","11/8/2017 8:57:24","NAVIGATION","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:38","Answered","Choice(s): C"
1,2,71,"Choice","11/8/2017 8:57:39","Answered","Choice(s): A"
1,2,71,"Choice","11/8/2017 8:57:40","Answered","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:40","Answered","Choice(s): A"
1,2,71,"Choice","11/8/2017 8:57:41","Answered","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:42","Answered","Choice(s): A"
1,2,71,"Choice","11/8/2017 8:57:43","Answered","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:43","Answered",""
1,2,71,"Choice","11/8/2017 8:57:44","Answered","Choice(s): A"
1,2,71,"Choice","11/8/2017 8:57:48","Answered","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:50","Answered","Choice(s): A"
1,2,71,"Choice","11/8/2017 8:57:51","Answered","Choice(s): B"
1,2,71,"Choice","11/8/2017 8:57:52","Answered","Choice(s): C"
1,2,71,"Choice","11/8/2017 8:58:07","Answered","Choice(s): E"
1,2,71,"Choice","11/8/2017 8:58:11","NAVIGATION","Choice(s): E"
1,87,72,"Choice","11/8/2017 8:58:28","Answered","Choice(s): E"
1,87,72,"Choice","11/8/2017 8:58:32","NAVIGATION","Choice(s): E"
1,36,73,"Choice","11/8/2017 8:58:39","Answered","Choice(s): B"
1,36,73,"Choice","11/8/2017 8:58:43","NAVIGATION","Choice(s): B"
1,16,74,"Choice","11/8/2017 8:59:01","Answered","Choice(s): A"
1,16,74,"Choice","11/8/2017 8:59:28","NAVIGATION","Choice(s): A"
1,60,75,"Choice","11/8/2017 8:59:31","NAVIGATION",""
1,16,74,"Choice","11/8/2017 8:59:35","NAVIGATION","Choice(s): A"
1,60,75,"Choice","11/8/2017 9:00:05","Answered","Choice(s): A"
1,60,75,"Choice","11/8/2017 9:00:34","NAVIGATION","Choice(s): A"
1,76,76,"Choice","11/8/2017 9:00:51","Answered","Choice(s): E"
1,76,76,"Choice","11/8/2017 9:00:58","NAVIGATION","Choice(s): E"
1,17,77,"Choice","11/8/2017 9:01:08","Answered",""
1,17,77,"Choice","11/8/2017 9:01:13","Answered","Choice(s): D"
1,17,77,"Choice","11/8/2017 9:01:15","NAVIGATION","Choice(s): D"
1,50,78,"Choice","11/8/2017 9:01:17","NAVIGATION",""
1,17,77,"Choice","11/8/2017 9:01:28","NAVIGATION","Choice(s): D"
1,50,78,"Choice","11/8/2017 9:01:44","Answered","Choice(s): B"
1,50,78,"Choice","11/8/2017 9:01:49","NAVIGATION","Choice(s): B"
1,40,79,"Choice","11/8/2017 9:01:55","Answered","Choice(s): A"
1,40,79,"Choice","11/8/2017 9:01:55","Answered","Choice(s): C"
1,40,79,"Choice","11/8/2017 9:01:55","Answered",""
1,40,79,"Choice","11/8/2017 9:01:57","Answered","Choice(s): E"
1,40,79,"Choice","11/8/2017 9:02:00","Answered","Choice(s): C"
1,40,79,"Choice","11/8/2017 9:02:05","NAVIGATION","Choice(s): C"
1,67,80,"Choice","11/8/2017 9:02:08","Answered",""
1,67,80,"Choice","11/8/2017 9:02:17","Answered","Choice(s): D"
1,67,80,"Choice","11/8/2017 9:02:22","Answered","Choice(s): C"
1,67,80,"Choice","11/8/2017 9:02:25","Answered","Choice(s): E"
1,67,80,"Choice","11/8/2017 9:02:27","NAVIGATION","Choice(s): E"
1,80,81,"Choice","11/8/2017 9:02:42","Answered","Choice(s): A"
1,80,81,"Choice","11/8/2017 9:02:52","NAVIGATION","Choice(s): A"
1,81,82,"Choice","11/8/2017 9:03:00","Answered","Choice(s): C"
1,81,82,"Choice","11/8/2017 9:03:04","NAVIGATION","Choice(s): C"
1,44,83,"Choice","11/8/2017 9:03:08","Answered",""
1,44,83,"Choice","11/8/2017 9:03:12","Answered","Choice(s): C"
1,44,83,"Choice","11/8/2017 9:03:14","NAVIGATION","Choice(s): C"
1,74,84,"Choice","11/8/2017 9:03:22","Answered","Choice(s): C"
1,74,84,"Choice","11/8/2017 9:03:28","NAVIGATION","Choice(s): C"
1,85,85,"Choice","11/8/2017 9:03:55","Answered","Choice(s): D"
1,85,85,"Choice","11/8/2017 9:04:10","NAVIGATION","Choice(s): D"
1,22,86,"Choice","11/8/2017 9:04:17","Answered","Choice(s): B"
1,22,86,"Choice","11/8/2017 9:04:19","Answered","Choice(s): D"
1,22,86,"Choice","11/8/2017 9:04:23","NAVIGATION","Choice(s): D"
1,82,87,"Choice","11/8/2017 9:04:30","Answered","Choice(s): A"
1,82,87,"Choice","11/8/2017 9:04:32","NAVIGATION","Choice(s): A"
1,13,88,"Choice","11/8/2017 9:05:04","Answered","Choice(s): B"
1,13,88,"Choice","11/8/2017 9:05:09","NAVIGATION","Choice(s): B"
1,56,89,"Choice","11/8/2017 9:06:08","Answered",""
1,56,89,"Choice","11/8/2017 9:06:20","Answered","Choice(s): D"
1,56,89,"Choice","11/8/2017 9:06:24","NAVIGATION","Choice(s): D"
1,21,90,"Choice","11/8/2017 9:06:41","Answered","Choice(s): C"
1,21,90,"Choice","11/8/2017 9:06:45","NAVIGATION","Choice(s): C"
1,51,69,"Choice","11/8/2017 9:06:49","NAVIGATION","Choice(s): C"
1,33,68,"Choice","11/8/2017 9:06:50","NAVIGATION","Choice(s): A"
1,71,67,"Choice","11/8/2017 9:06:59","NAVIGATION","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:07:08","NAVIGATION","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:07:41","Answered","Choice(s): E"
1,34,1,"Choice","11/8/2017 9:07:42","Answered","Choice(s): C"
1,34,1,"Choice","11/8/2017 9:07:43","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:07:44","Answered","Choice(s): E"
1,34,1,"Choice","11/8/2017 9:07:58","Answered","Choice(s): C"
1,34,1,"Choice","11/8/2017 9:07:59","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:28","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:08:43","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:43","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:08:47","Answered",""
1,34,1,"Choice","11/8/2017 9:08:47","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:48","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:08:51","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:52","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:08:53","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:54","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:08:54","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:08:59","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:09:10","Answered","Choice(s): A"
1,34,1,"Choice","11/8/2017 9:09:14","Answered","Choice(s): B"
1,34,1,"Choice","11/8/2017 9:09:16","NAVIGATION","Choice(s): B"
1,66,2,"Choice","11/8/2017 9:09:26","NAVIGATION","Choice(s): E"
1,61,3,"Choice","11/8/2017 9:09:30","NAVIGATION","Choice(s): B"
1,59,4,"Choice","11/8/2017 9:10:08","NAVIGATION","Choice(s): A"
1,59,4,"Choice","11/8/2017 9:10:10","Answered",""
